RouteID,latitude,longitude,nodeIdx,road,address,tollName,agency,state,roadType,cost,payment,node,lanes,duration,tollGrpId,eloc,distance,type,Road Catagory
1,12.840228,77.418022,151,Bangalore Mysore Expressway;Bengaluru Mysore Road;NH 275,"Bangalore Mysore Expressway, Ramanagara, Ramanagara District, Karnataka, 562109",Kanmanike Toll Plaza,NHAI,Karnataka;KA,NHY,165,['cash'],288839329,0,1078.4,390523456,MEDRAD,7978.4,barrier,"NHY,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,13.193642,77.64968,1133,Bangalore Bellary Road;Bangalore Hyderabad Highway;International Airport Road;AH 43;NH 44,"Bangalore Bellary Road, Navarathna Agrahara, Bengaluru, Karnataka, 562157",Navayuga Devanahalli Toll Plaza,NHAI,Karnataka;KA,NGQ,110,['cash'],271149899,0,5863.8,426,JVPKPB,59674.7,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,13.792897,77.764213,2234,Srinagar Kanyakumari Highway;AH 43;NH 44,"NH-7, Bangalore Hyderabad Road, Bagepalli, Chikkaballapur District;Chikkaballapura District, Karnataka, 561207",Bagepalli Toll Plaza,NHAI,Karnataka;KA,NGQ,115,['cash'],103960020,4,10259.4,64,JVQS1N,132322,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,14.502084,77.63124,3748,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Raptadu, Ananthapuramu District, Andhra Pradesh, 515522",Marur Toll Plaza,NHAI,Andhra Pradesh;AP,NGQ,135,['cash'],274837040,0,15877,696,JVUC1U,221851.9,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,15.061797,77.630227,4810,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Peddavadugur, Ananthapuramu District, Andhra Pradesh, 515401",Kasepalli Toll Plaza,NHAI,Andhra Pradesh;AP,NGQ,125,['cash'],286109621,0,21270.4,213,JVVCS4,288027,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,15.486484,77.901044,5779,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Krishnagiri, Kurnool District, Andhra Pradesh, 518216",Amakathadu Toll Plaza,NHAI,Andhra Pradesh;AP,NGQ,130,['cash'],274837016,0,25067.3,214,JVVE1U,346855.9,barrier,"NGQ,NGQ,NGQ,NGQ,RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,15.887732,78.016874,6598,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Undavelly, Jogulamba Gadwal District, Telangana, 509128",Pullur Toll Plaza,NHAI,Telangana;TG,NGQ,130,['cash'],103952360,0,28255,215,JVXWF5,396479.8,barrier,"NGQ,NGQ,NGQ,RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,16.53572,77.94462,7892,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Addakal, Mahabubnagar District, Telangana, 509382",Shakhapur Toll Plaza,NHAI,Telangana;TG,NGQ,65,['cash'],270959913,0,33755.2,853,JVXDM6,482184.5,barrier,"NGQ,NGQ,RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,17.00592,78.194435,8834,Srinagar Kanyakumari Highway;AH 43;NH 44,"NH 7, Kurnool Road, Mahaboobnagar, Farooqnagar, Rangareddy District;Ranga Reddy District;KV Ranga Reddy District, Telangana, 509202",Raikal Toll Plaza,NHAI,Telangana;TG,NGQ,80,['cash'],270961339,0,37759.7,854,JVXUN7,542875.3,barrier,"NGQ,RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,17.249586,78.37519,9425,,"Shamshabad, Hyderabad, Telangana, 501218",Shamshabad Entry Toll Plaza,HMDA,Telangana;TG,RDA,120,['cash'],94303407,0,39964.9,390523080,JVWPVM,577413.7,ticket,"RDA,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,17.603289,78.475744,10346,Nehru Outer Ring Road;Outer Ring Road;ORR,"Nehru Outer Ring Road, Seethariguda, Hyderabad, Telangana, 501401",Medchal Toll Plaza,,Telangana;TG,RDA,,,94307636,0,43268.6,598,H19BMQ,645526.8,barrier,"RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,17.598015,78.490995,10402,,"Kandlakoya, Hyderabad, Telangana, 501401",Medchal Exit Toll Plaza,HMDA,Telangana;TG,RDA,,,270955885,7,43453.2,390522086,JVX1RP,647771,ticket,"RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,17.801157,78.471591,10907,Srinagar Kanyakumari Highway;AH 43;NH 44,"NH 7 Road, Toopran, Toopran;Tupran, Medak District, Telangana, 502336",Manoharabad Toll Plaza,NHAI,Telangana;TG,NGQ,90,['cash'],285086774,0,45344.7,739,JW4FNC,671448.1,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,18.205053,78.3983,11839,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Bhiknoor, Kamareddy District, Telangana, 503101",Bhiknoor Toll Plaza,NHAI,Telangana;TG,NGQ,90,['cash'],276823454,0,48247,390500023,VKK6ME,722292.7,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,18.538327,78.239653,12627,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Indalwai, Nizamabad District, Telangana, 503164",Indalwai Toll Plaza,NHAI,Telangana;TG,NGQ,85,['cash'],93750976,6,51273.5,509,JVXQ2T,770970,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,19.026579,78.362577,13656,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Soan, Nirmal District, Telangana, 504105",Gamjal Toll Plaza,NHAI,Telangana;TG,NGQ,60,['cash'],93942893,6,55333,221,JVXT2L,834971.2,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,19.279922,78.409329,14396,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Neradigonda, Adilabad District, Telangana, 504323",Rolmamda Toll Plaza,NHAI,Telangana;TG,NGQ,105,['cash'],285087212,0,57951.6,222,JVXRCW,876758.5,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,19.780937,78.565612,15411,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Jainad, Adilabad District, Telangana, 504309",Pippalwada Toll Plaza,NHAI,Telangana;TG,NGQ,95,['cash'],93942485,0,62403.1,226,JVXQQS,940645.1,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,20.019386,78.540194,15893,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Kelapur, Yavatmal District, Maharashtra, 445302",Kelapur Toll Plaza,NHAI,Maharashtra;MH,NGQ,105,['cash'],93751037,2,64407.5,518,JVNQQM,970059.6,barrier,"NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,20.450486,78.75504,16860,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Hinganghat, Wardha District, Maharashtra, 442307",Daroda Toll Plaza,NHAI,Maharashtra;MH,NGQ,115,['cash'],293285344,5,68511.5,534,JVNU3V,1027721.4,barrier,"NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,20.854786,78.962971,17726,Srinagar Kanyakumari Highway;AH 43;NH 44,"Srinagar Kanyakumari Highway, Borkhedi, Maharashtra, 441108",Borkhedi Nagpur Bypass Toll Plaza,NHAI,Maharashtra;MH,NGQ,150,['cash'],87843109,5,72529.7,376,JVNK42,1084546,barrier,"NGQ,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,21.028294,79.06892,18102,Nagpur Bypass;Outer Ring Road;AH 43;NH 44,"Nagpur Bypass, Nagpur Rural, Nagpur District, Maharashtra, 441108",Panjari Toll Plaza,NHAI,Maharashtra;MH,NGQ,145,['cash'],87814452,5,74549.6,248,JVO8CV,1108562.8,barrier,"NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,21.139587,79.3651,18668,Mumbai Kolkata Highway;Great Eastern Highway;AH 46;NH 53,"Mumbai Kolkata Highway, Mauda, Nagpur District, Maharashtra, 441104",WEPL Mathani Toll Plaza,NHAI,Maharashtra;MH,NHY,65,['cash'],104022529,5,77590.7,692,JVM9V6,1147451.5,barrier,"NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,21.13965,79.675258,19242,Mumbai Kolkata Highway;Great Eastern Highway;AH 46;NH 53,"Mumbai Kolkata Highway, Bhandara, Bhandara District, Maharashtra, 441924",Kardha Toll Plaza,NHAI,Maharashtra;MH,NHY,21,['cash'],104022540,2,80125.4,693,JVOC0I,1181482.1,barrier,"NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,21.088324,80.034127,19819,Mumbai Kolkata Highway;Great Eastern Highway;AH 46;NH 53,"Mumbai Kolkata Highway, Sakoli, Bhandara District, Maharashtra, 441802",Sendurwafa Toll Plaza,NHAI,Maharashtra;MH,NHY,95,['cash'],104022513,4,83271.2,691,JVOBDI,1221721,barrier,"NHY,NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,21.117942,81.122385,21633,Mumbai Kolkata Highway;AH 46;NH 53,"Mumbai Kolkata Highway, Rajnandgaon, Rajnandgaon District, Chhattisgarh, 491443",Thakurtola Toll Plaza,NHAI,Chhattisgarh;CT,NHY,110,['cash'],267889920,0,91627.7,661,JVZKL7,1339232.9,barrier,"NHY,NHY,NHY,NHY,NHY,NHY,NHY"
1,21.214526,81.288009,21998,Durg Bypass;Mumbai Kolkata Highway;AH 46;NH 53,"Durg Bypass, Durg, Durg District, Chhattisgarh, 491001",Durg Bypass Dhamdanaka Toll Plaza,NHAI,Chhattisgarh;CT,NHY,75,['cash'],103935082,0,93068.3,662,JVZL34,1362598.5,barrier,"NHY,NHY,NHY,NHY,NHY,NHY"
1,21.252788,81.536872,22425,Mumbai Kolkata Highway;Great Eastern Road;GE Road;AH 46;NH 53,"Mumbai Kolkata Highway, Kumhari, Chhattisgarh, 490042",Kumhari Toll Plaza,NHAI,Chhattisgarh;CT,NHY,15,['cash'],272437348,0,95739.8,412,JVZKAF,1390437.1,barrier,"NHY,NHY,NHY,NHY,NHY"
1,21.483289,81.690819,23012,Raipur Bilaspur Highway;NH 30,"Raipur Bilaspur Highway, Tilda, Raipur District, Chhattisgarh, 493221",Tarapoungi Toll Plaza,NHAI,Chhattisgarh;CT,NHY,90,['cash'],276689333,0,98118.9,390500012,I5B635,1425769.8,barrier,"NHY,NHY,NHY,NHY"
1,21.932431,82.011712,23936,Raipur Bilaspur Highway;NH 130,"Raipur Bilaspur Highway, Bilha, Bilaspur District, Chhattisgarh, 495224",Bhojpuri Toll Plaza,NHAI,Chhattisgarh;CT,NHY,95,['cash'],279349933,0,101904.2,910,JV01WA,1491240.2,barrier,"NHY,NHY,NHY"
1,22.289027,82.303176,25071,NH 130,"NH 130, Beltara, Bilaspur District, Chhattisgarh, 495449",Limha Toll Plaza,NHAI,Chhattisgarh;CT,NHY,110,['cash'],284179135,0,105668.6,390522218,FEEKET,1552020.6,barrier,"NHY,NHY"
1,22.766578,82.480299,26500,NH 130,"NH 130, Poundi Uproda, Korba District, Chhattisgarh, 495448",Chotiya Toll Plaza,NHAI,Chhattisgarh;CT,NHY,75,['cash'],283755006,0,110501.7,390522184,5V2UPV,1628226.9,barrier,NHY
10,24.24139,72.462676,2007,Abu Road;NH 27,"Abu Road, Palanpur, Banaskantha District, Gujarat, 385001",Khemana Toll Plaza,NHAI,Gujarat;GJ,NGQ,75,['cash'],85062948,6,9181.3,201,JVI7ZO,116959.6,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,24.633628,72.90704,3089,NH 27,"NH 27, Pindwara, Sirohi District, Rajasthan, 307023",Undavariya Sirohi Toll Plaza,NHAI,Rajasthan;RJ,NGQ,45,['cash'],267426677,0,13654,430,JV3PAO,184960.9,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,24.712337,73.093821,3641,NH 27,"NH 27, Pindwara, Sirohi District, Rajasthan, 307022",Malera Toll Plaza,NHAI,Rajasthan;RJ,NGQ,115,['cash'],290676285,5,15763.4,312,JV47L6,217568.9,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,24.766046,73.524118,4645,NH 27,"NH 27, Gogunda, Udaipur District, Rajasthan, 313705",Gogunda Jaswantgarh Toll Plaza,NHAI,Rajasthan;RJ,NGQ,85,['cash'],283578393,5,20093.5,34,JVYPCF,270570.7,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,24.613792,74.231795,6180,NH 27,"NH 27, Bhindar, Udaipur District, Rajasthan, 313603",Narayanpura Toll Plaza,NHAI,Rajasthan;RJ,NGQ,140,['cash'],277166431,6,25260,341,JV6BMO,357903.9,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.033974,74.817506,7550,NH 27,"NH 27, Bassi, Chittorgarh District, Rajasthan, 312022",Bassi Toll Plaza,NHAI,Rajasthan;RJ,NGQ,90,['cash'],94107017,0,30633.8,431,JV3UZS,443923.3,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.091153,75.199044,8510,NH 27,"NH 27, Beejoliya, Bhilwara District, Rajasthan, 311602",Aroli Toll Plaza,NHAI,Rajasthan;RJ,NGQ,80,['cash'],94105684,3,34270.5,35,JV3UA2,500674.5,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.072635,75.598474,9262,NH 27,"NH 27, Talera, Bundi District, Rajasthan, 323022",Dhaneshwar Toll Plaza,NHAI,Rajasthan;RJ,NGQ,75,['cash'],267417943,4,37154.6,43,JV3UKR,547249.8,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.156171,75.776682,9600,Kota Bypass;NH 27,"Kota Bypass, Ladpura, Kota District, Rajasthan, 324010",Sakatpura Toll Plaza,NHAI,Rajasthan;RJ,NGQ,80,['cash'],271177957,0,38422.1,390522714,JV7W3K,569324.3,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.170046,76.130595,10381,Kota Baran Road;NH 27,"Kota Baran Road, Digod, Kota District, Rajasthan, 325203",Simliya Toll Plaza,NHAI,Rajasthan;RJ,NGQ,85,['cash'],267417935,4,41327,443,JV3UBM,615697.4,barrier,"NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.121803,76.573032,11218,NH 27,"NH 27, Baran, Baran District, Rajasthan, 325205",Fatehpur Toll Plaza,NHAI,Rajasthan;RJ,NGQ,110,['cash'],89127614,4,44297.3,36,JVYRHB,667135.6,barrier,"NGQ,NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.208689,77.135997,12240,NH 27,"NH 27, Shahbad, Baran District, Rajasthan, 325217",Mundiyar Toll Plaza,NHAI,Rajasthan;RJ,NGQ,105,['cash'],267417921,4,47777.8,37,JVYQ0L,731568.2,barrier,"NGQ,NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.278989,77.614441,13294,NH 27,"NH 27, Kolaras, Shivpuri District, Madhya Pradesh, 473774",Ramnagar Toll Plaza,NHAI,Madhya Pradesh;MP,NGQ,100,['cash'],94144749,4,52164.1,427,JVF7D5,793966.7,barrier,"NGQ,NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.461875,78.451184,14702,Jhansi Road;NH 27,"Jhansi Road, Jhansi, Jhansi District, Uttar Pradesh, 284419",Raksha Toll Plaza,NHAI,Uttar Pradesh;UP,NGQ,130,['cash'],92039842,4,58174.8,448,JV8I6S,888380.2,barrier,"NGQ,NHY,NHY,NHY,NHY,NHY"
10,25.343337,78.916662,15759,NH 39,"NH 39, Mauranipur, Jhansi District, Uttar Pradesh, 284205",Luhari Toll Plaza,NHAI,Uttar Pradesh;UP,NHY,150,['cash'],287530293,5,61652.5,390522091,NC7UVJ,947905.8,barrier,"NHY,NHY,NHY,NHY,NHY"
10,25.134156,79.376679,16559,NH 39,"NH 39, Nowgong, Chhatarpur District, Madhya Pradesh, 471201",Pachwara Toll Plaza,NHAI,Madhya Pradesh;MP,NHY,90,['cash'],280681595,0,64453.9,390522097,NL469B,1004331.8,barrier,"NHY,NHY,NHY,NHY"
10,24.782541,79.817006,17542,Panna Khajuraho Road;NH 39,"Panna Khajuraho Road, Rajnagar, Chhatarpur District, Madhya Pradesh, 471105",Devgaon Toll Plaza,NHAI,Madhya Pradesh;MP,NHY,75,['cash'],283375923,0,67876.9,390522185,5V2XZW,1068481.2,barrier,"NHY,NHY,NHY"
10,24.577362,80.690969,19272,Panna Satna Road;NH 39,"Panna Satna Road, Nagod, Satna District, Madhya Pradesh, 485441",Mauhari Toll Plaza,NHAI,Madhya Pradesh;MP,NHY,50,['cash'],283806628,0,74654,390522822,5V3K6Z,1164981.8,barrier,"NHY,NHY"
10,24.493481,81.143324,20071,Satna Rewa Road;NH 39,"Satna Rewa Road, Amarpatan, Satna District, Madhya Pradesh, 485115",Bela Toll Plaza,NHAI,Madhya Pradesh;MP,NHY,90,['cash'],287468961,4,77903.5,390523270,GAEEDL,1216565.1,barrier,NHY
11,23.527324,72.388248,733,Ahmedabad Palanpur Highway;SH 41,"Ahmedabad Palanpur Highway, Mahesana, Mahesana District, Gujarat, 384460",Mehsana Toll Plaza,GSRDC,Gujarat;GJ,SHY,,,279154240,0,4780.7,390500069,JVIVPZ,43663,barrier,"SHY,SHY,RDA,RDA,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,SHY,SHY,SHY"
11,23.186465,72.560319,1430,Ahmedabad Palanpur Highway;SH 41,"Ahmedabad Palanpur Highway, Gandhinagar, Gandhinagar District, Gujarat, 382423",Adalaj Toll Plaza,GSRDC,Gujarat;GJ,SHY,,,85169776,0,7631.7,192,JVKCUH,89277.5,barrier,"SHY,RDA,RDA,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,SHY,SHY,SHY"
11,23.128532,72.592674,1582,Sardar Patel Ring Road;SP Ring Road,"Sardar Patel Ring Road, Gandhinagar, Gandhinagar District, Gujarat, 382421",Tragad Toll Plaza,,Gujarat;GJ,RDA,15,['cash'],270463361,0,8478.9,182,JVKGJ7,97671.4,barrier,"RDA,RDA,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,SHY,SHY,SHY"
11,23.115423,72.642845,1685,Sardar Patel Ring Road;SP Ring Road,"Sardar Patel Ring Road, Gandhinagar, Gujarat, 382426",Bhaat Toll Plaza,,Gujarat;GJ,RDA,16,['cash'],270506139,0,8886.5,177,JVKE2Z,103133.6,barrier,"RDA,NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,SHY,SHY,SHY"
11,23.096256,72.686405,1801,Ahmedabad Bypass;Sardar Patel Ring Road;SP Ring Road;NH 48,"Ahmedabad Bypass, Asarva, Ahmedabad District, Gujarat, 382330",Ranasan Toll Plaza,NHAI,Gujarat;GJ,NGQ,30,['cash'],84941335,0,9333.2,181,JVKGG7,108676.7,barrier,"NGQ,NHY,NHY,NHY,NHY,NHY,NHY,NHY,SHY,SHY,SHY"
11,22.912917,72.957378,2468,Indore Ahmedabad Highway;NH 47,"Indore Ahmedabad Highway, Kathlal, Kheda District, Gujarat, 387630",Pithai Toll Plaza,NHAI,Gujarat;GJ,NHY,120,['cash'],271131433,4,12018.4,536,JVIJ50,150651.6,barrier,"NHY,NHY,NHY,NHY,NHY,NHY,NHY,SHY,SHY,SHY"
11,22.792389,73.533173,3573,Indore Ahmedabad Highway;NH 47,"Indore Ahmedabad Highway, Godhra, Panchmahals District, Gujarat, 388713",Vavadi Khurd Toll Plaza,NHAI,Gujarat;GJ,NHY,135,['cash'],276891405,0,16458.7,468,JVJN3K,223815,barrier,"NHY,NHY,NHY,NHY,NHY,NHY,SHY,SHY,SHY"
11,22.793038,73.842874,4202,Indore Ahmedabad Highway;Godhra Road;NH 47,"Indore Ahmedabad Highway, Devgadbaria, Dahod District, Gujarat, 389130",Bhatwada Godhra Toll Plaza,NHAI,Gujarat;GJ,NHY,175,['cash'],271130612,7,18693.4,467,JVJ1GB,259491.3,barrier,"NHY,NHY,NHY,NHY,NHY,SHY,SHY,SHY"
11,22.741769,74.83639,6487,Indore Ahmedabad Highway;NH 47,"Indore Ahmedabad Highway, Sardarpur, Dhar District, Madhya Pradesh, 454116",Dattigaon Toll Plaza,NHAI,Madhya Pradesh;MP,NHY,140,['cash'],271859692,0,26700,882,JVH88Z,375486.3,barrier,"NHY,NHY,NHY,NHY,SHY,SHY,SHY"
11,22.673233,75.545879,7955,Indore Ahmedabad Highway;Indore Dhar Road;NH 47,"Indore Ahmedabad Highway, Depalpur, Indore District, Madhya Pradesh, 453001",Methwada Toll Plaza,NHAI,Madhya Pradesh;MP,NHY,160,['cash'],94125848,0,31564.9,554,JVG1MH,459590,barrier,"NHY,NHY,NHY,SHY,SHY,SHY"
11,22.824767,75.938297,9057,Indore Bypass;AH 47;NH 52,"Indore Bypass, Mangalya, Madhya Pradesh, 453771",Indore Dewas Toll Plaza,NHAI,Madhya Pradesh;MP,NHY,65,['cash'],270626909,6,37321.2,557,JVG6P8,513721.7,barrier,"NHY,NHY,SHY,SHY,SHY"
11,22.928557,76.045416,9374,Dewas Bypass;AH 47;NH 52,"Dewas Bypass, Dewas Nagar, Dewas District, Madhya Pradesh, 455111",Dewas Bypass Toll Plaza,MPRDC,Madhya Pradesh;MP,NHY,15,['cash'],280683901,5,38823.1,390522100,NL40ST,531789.3,barrier,"NHY,SHY,SHY,SHY"
11,22.975258,76.218503,9693,Dewas Bhopal Corridor Road;SH 28,"Dewas Bhopal Corridor Road, Sonkatch, Dewas District, Madhya Pradesh, 455115",Bhonrasa Toll Plaza,MPRDC,Madhya Pradesh;MP,SHY,72,['cash'],94146447,0,40265.1,566,JVGHFX,552215.9,barrier,"SHY,SHY,SHY"
11,23.102401,76.875875,10849,Dewas Bhopal Corridor Road;SH 28,"Dewas Bhopal Corridor Road, Ashta, Sehore District, Madhya Pradesh, 466114",Bheel Khedi Toll Plaza,MPRDC,Madhya Pradesh;MP,SHY,42,['cash'],94135972,0,44310.6,560,JVGA8U,625311.2,barrier,"SHY,SHY"
11,23.224669,77.190847,11384,Dewas Bhopal Corridor Road;SH 28,"Dewas Bhopal Corridor Road, Huzur, Bhopal District, Madhya Pradesh, 462030",Fanda Toll Plaza,MPRDC,Madhya Pradesh;MP,SHY,33,['cash'],94097107,0,46352.2,542,JVGM8B,661644,barrier,SHY
12,23.527324,72.388248,733,Ahmedabad Palanpur Highway;SH 41,"Ahmedabad Palanpur Highway, Mahesana, Mahesana District, Gujarat, 384460",Mehsana Toll Plaza,GSRDC,Gujarat;GJ,SHY,,,279154240,0,4780.7,390500069,JVIVPZ,43663,barrier,"SHY,SHY,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,RDA,NGQ,NGQ,NGQ,NHY"
12,23.186465,72.560319,1430,Ahmedabad Palanpur Highway;SH 41,"Ahmedabad Palanpur Highway, Gandhinagar, Gandhinagar District, Gujarat, 382423",Adalaj Toll Plaza,GSRDC,Gujarat;GJ,SHY,,,85169776,0,7631.7,192,JVKCUH,89277.5,barrier,"SHY,RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,RDA,NGQ,NGQ,NGQ,NHY"
12,23.128532,72.592674,1582,Sardar Patel Ring Road;SP Ring Road,"Sardar Patel Ring Road, Gandhinagar, Gandhinagar District, Gujarat, 382421",Tragad Toll Plaza,,Gujarat;GJ,RDA,15,['cash'],270463361,0,8478.9,182,JVKGJ7,97671.4,barrier,"RDA,RDA,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NGQ,NHY,NHY,RDA,NGQ,NGQ,NGQ,NHY"
